EVENT_ID,SERIES_ID,EVENT_NAME,EVENT_STATUS,ANNUAL_OR_RECURRING,FIRST_YEAR,CATEGORY,SUBCATEGORY,START_DATE,END_DATE,DAY_OF_WEEK,START_TIME,END_TIME,TIME_NOTES,BOROUGH,NEIGHBORHOOD,VENUE,FULL_ADDRESS,STREET_NAME,STREET_FROM,STREET_TO,CROSS_STREETS,ZIP_CODE,LATITUDE,LONGITUDE,GOOGLE_MAPS_URL,APPLE_MAPS_URL,NEAREST_SUBWAY,NEAREST_BUS,PARKING_NOTES,ADMISSION,TICKET_URL,ESTIMATED_ATTENDANCE,EXPECTED_CROWD,PHOTO_VALUE,NEWS_VALUE,BEST_SHOOTING_TIME,PHOTO_SUBJECTS,GOLDEN_HOUR_NOTES,BLUE_HOUR_NOTES,PRESS_CREDENTIAL_NOTES,DRONE_NOTES,LIVE_MUSIC,FOOD_VENDORS,RIDES,PARADE,PROCESSION,FIREWORKS,ORGANIZER,OFFICIAL_WEBSITE,OFFICIAL_SOCIAL_MEDIA,PERMIT_ID,PERMIT_AGENCY,PRIMARY_SOURCE,SECONDARY_SOURCE,ADDITIONAL_SOURCES,SOURCE_CONFIDENCE,LAST_VERIFIED,RESEARCH_NOTES
NYC-2026-MN-000007,MGP-LIBERTY-PARK-FAIR,Liberty Park Fair,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-07-29,2026-07-29,Wednesday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Financial District,Unknown,"Liberty Street sidewalk between Broadway and Trinity Place, Manhattan, New York",Liberty Street sidewalk,Broadway,Trinity Place,Broadway / Trinity Place,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Liberty+Street+sidewalk+between+Broadway+and+Trinity+Place%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Liberty+Street+sidewalk+between+Broadway+and+Trinity+Place%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-MN-000008,MGP-GRAND-CENTRAL-FOOD-FESTIVAL-SERIES,Grand Central Food Festival Series,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-07-30,2026-07-30,Thursday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Midtown East,Unknown,"East 45th Street between 3rd Avenue and Lexington Avenue, Manhattan, New York",East 45th Street,3rd Avenue,Lexington Avenue,3rd Avenue / Lexington Avenue,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=East+45th+Street+between+3rd+Avenue+and+Lexington+Avenue%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=East+45th+Street+between+3rd+Avenue+and+Lexington+Avenue%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-MN-000009,HARLEM-WEEK,HARLEM WEEK 2026,Confirmed,Annual / Returning,Unknown,Cultural Festival,Multi-event neighborhood festival,2026-08-01,2026-08-16,Saturday–Sunday,Varies,Varies,Multiple live and virtual events; individual event times and locations vary.,Manhattan,Harlem,Multiple Harlem locations,"Harlem, Manhattan, New York",Multiple locations,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Harlem%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Harlem%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Varies,Unknown,Unknown,Very large,5,4,Signature outdoor festival days and performances,Black culture; music; fashion; food; community; health; public programs,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Yes,Unknown,No,No,No,Greater Harlem Chamber of Commerce / HARLEM WEEK,https://harlemweek.org/,Unknown,Unknown,Unknown,https://harlemweek.org/hw26/,https://harlemweek.org/press/harlem-week-new-leadership-named-as-festival-prepares-to-honor-its-legacy/,Unknown,High,2026-07-16,
NYC-2026-MN-000010,NYC-SUMMER-STREETS-2026,NYC Summer Streets – Manhattan,Confirmed,Annual / Returning,Unknown,Open Streets,City-sponsored car-free streets program,2026-08-01,2026-08-01,Saturday,07:00,15:00,Rain or shine. Multi-segment route from Brooklyn Bridge to Broadway and Dyckman Street.,Manhattan,Lower Manhattan to Inwood,Unknown,"Lafayette Street / Park Avenue / East 110th Street / Adam Clayton Powell Jr. Boulevard / Broadway between Brooklyn Bridge and Dyckman Street, Manhattan, New York",Lafayette Street / Park Avenue / East 110th Street / Adam Clayton Powell Jr. Boulevard / Broadway,Brooklyn Bridge,Dyckman Street,Brooklyn Bridge / Dyckman Street,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Lafayette+Street+%2F+Park+Avenue+%2F+East+110th+Street+%2F+Adam+Clayton+Powell+Jr.+Boulevard+%2F+Broadway+between+Brooklyn+Bridge+and+Dyckman+Street%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Lafayette+Street+%2F+Park+Avenue+%2F+East+110th+Street+%2F+Adam+Clayton+Powell+Jr.+Boulevard+%2F+Broadway+between+Brooklyn+Bridge+and+Dyckman+Street%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Very large,5,4,07:00–11:00 and active programming periods,Cyclists; runners; families; performers; public art; neighborhood life,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Unknown,No,No,No,No,NYC Department of Transportation,https://www.nyc.gov/html/dot/html/pedestrians/summerstreets.shtml,Unknown,Unknown,NYC DOT,https://www.nyc.gov/html/dot/html/pedestrians/summerstreets.shtml,https://www.nyc.gov/html/dot/html/pr2026/summer-streets-to-return-to-all-five-boroughs.shtml,Unknown,High,2026-07-16,
NYC-2026-MN-000011,MGP-SIXTH-AVENUE-SUMMER-FAIR,Sixth Avenue Summer Fair,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-08-01,2026-08-01,Saturday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Herald Square / Midtown,Unknown,"6th Avenue between West 34th Street and West 42nd Street, Manhattan, New York",6th Avenue,West 34th Street,West 42nd Street,West 34th Street / West 42nd Street,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=6th+Avenue+between+West+34th+Street+and+West+42nd+Street%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=6th+Avenue+between+West+34th+Street+and+West+42nd+Street%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Large,4,3,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-MN-000012,MGP-MIDTOWN-EAST-FOOD-FAIR-SERIES,Midtown East Food Fair Series,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-08-02,2026-08-02,Sunday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Midtown,Unknown,"West 52nd Street between 5th Avenue and 6th Avenue, Manhattan, New York",West 52nd Street,5th Avenue,6th Avenue,5th Avenue / 6th Avenue,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=West+52nd+Street+between+5th+Avenue+and+6th+Avenue%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=West+52nd+Street+between+5th+Avenue+and+6th+Avenue%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-MN-000013,MGP-LIBERTY-PARK-FAIR,Liberty Park Fair,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-08-05,2026-08-05,Wednesday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Financial District,Unknown,"Liberty Street sidewalk between Broadway and Trinity Place, Manhattan, New York",Liberty Street sidewalk,Broadway,Trinity Place,Broadway / Trinity Place,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Liberty+Street+sidewalk+between+Broadway+and+Trinity+Place%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Liberty+Street+sidewalk+between+Broadway+and+Trinity+Place%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-MN-000014,EAST-HARLEM-GIGLIO,East Harlem Giglio Feast,Confirmed,Annual / Returning,Unknown,Italian Feast,Religious feast / Dancing of the Giglio,2026-08-06,2026-08-09,Thursday–Sunday,Varies,Varies,Multi-day feast; daily hours vary.,Manhattan,East Harlem,Unknown,"Pleasant Avenue between East 114th Street and East 116th Street, Manhattan, New York",Pleasant Avenue,East 114th Street,East 116th Street,East 114th Street / East 116th Street,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Pleasant+Avenue+between+East+114th+Street+and+East+116th+Street%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Pleasant+Avenue+between+East+114th+Street+and+East+116th+Street%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Free / public street festival,Unknown,Unknown,Large,5,4,"Processions, children’s lift, and Giglio Sunday",Giglio lift; Italian-American devotion; procession; food; rides; live music,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Yes,Yes,Yes,Yes,No,Giglio Society of East Harlem,https://www.eastharlemgiglio.org/,Unknown,Unknown,Unknown,https://www.eastharlemgiglio.org/2026-giglio-feast-dates-august-6th-through-9th/,https://nycarnivals.com/2026/east-harlem-giglio-feast-2026-in-new-york-ny/,Unknown,High,2026-07-16,
NYC-2026-MN-000015,MGP-FINANCIAL-DISTRICT-COMMUNITY-FAIR,Financial District Community Fair,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-08-06,2026-08-06,Thursday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Financial District,Unknown,"Liberty Street between Broadway and Trinity Place, Manhattan, New York",Liberty Street,Broadway,Trinity Place,Broadway / Trinity Place,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Liberty+Street+between+Broadway+and+Trinity+Place%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Liberty+Street+between+Broadway+and+Trinity+Place%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-MN-000016,NYC-SUMMER-STREETS-2026,NYC Summer Streets – Manhattan,Confirmed,Annual / Returning,Unknown,Open Streets,City-sponsored car-free streets program,2026-08-08,2026-08-08,Saturday,07:00,15:00,Rain or shine. Multi-segment route from Brooklyn Bridge to Broadway and Dyckman Street.,Manhattan,Lower Manhattan to Inwood,Unknown,"Lafayette Street / Park Avenue / East 110th Street / Adam Clayton Powell Jr. Boulevard / Broadway between Brooklyn Bridge and Dyckman Street, Manhattan, New York",Lafayette Street / Park Avenue / East 110th Street / Adam Clayton Powell Jr. Boulevard / Broadway,Brooklyn Bridge,Dyckman Street,Brooklyn Bridge / Dyckman Street,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Lafayette+Street+%2F+Park+Avenue+%2F+East+110th+Street+%2F+Adam+Clayton+Powell+Jr.+Boulevard+%2F+Broadway+between+Brooklyn+Bridge+and+Dyckman+Street%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Lafayette+Street+%2F+Park+Avenue+%2F+East+110th+Street+%2F+Adam+Clayton+Powell+Jr.+Boulevard+%2F+Broadway+between+Brooklyn+Bridge+and+Dyckman+Street%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Very large,5,4,07:00–11:00 and active programming periods,Cyclists; runners; families; performers; public art; neighborhood life,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Unknown,No,No,No,No,NYC Department of Transportation,https://www.nyc.gov/html/dot/html/pedestrians/summerstreets.shtml,Unknown,Unknown,NYC DOT,https://www.nyc.gov/html/dot/html/pedestrians/summerstreets.shtml,https://www.nyc.gov/html/dot/html/pr2026/summer-streets-to-return-to-all-five-boroughs.shtml,Unknown,High,2026-07-16,
NYC-2026-MN-000017,MGP-THE-GREAT-SIXTH-AVENUE-FESTIVAL,The Great Sixth Avenue Festival,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-08-08,2026-08-08,Saturday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Midtown,Unknown,"6th Avenue between West 42nd Street and West 56th Street, Manhattan, New York",6th Avenue,West 42nd Street,West 56th Street,West 42nd Street / West 56th Street,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=6th+Avenue+between+West+42nd+Street+and+West+56th+Street%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=6th+Avenue+between+West+42nd+Street+and+West+56th+Street%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Large,4,3,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-QN-000002,HK-DRAGON-BOAT-NYC,36th Hong Kong Dragon Boat Festival in New York,Confirmed,Annual / Returning,Unknown,Cultural Festival,Dragon boat races and multicultural festival,2026-08-08,2026-08-09,Saturday–Sunday,Unknown,Unknown,Two-day event; rain or shine.,Queens,Flushing Meadows–Corona Park,"Meadow Lake, Flushing Meadows–Corona Park","Meadow Lake, Flushing Meadows Corona Park, Queens, NY",Flushing Meadows–Corona Park,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Meadow+Lake%2C+Flushing+Meadows+Corona+Park%2C+Queens%2C+NY,https://maps.apple.com/?q=Meadow+Lake%2C+Flushing+Meadows+Corona+Park%2C+Queens%2C+NY,"7 to Mets–Willets Point, then event shuttle",Unknown,Unknown,Free,Unknown,Unknown,Very large,5,4,Morning races and stage performances,Dragon boats; teams; cultural performances; food; crafts; waterfront action,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Yes,No,No,No,No,"Hong Kong Dragon Boat Festival in New York, Inc.",https://www.hkdbf-ny.org/,Unknown,Unknown,Unknown,https://www.hkdbf-ny.org/,https://www.hkdbf-ny.org/Festival,Unknown,High,2026-07-16,
NYC-2026-MN-000018,MGP-FINANCIAL-DISTRICT-SUMMER-FAIR,Financial District Summer Fair,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-08-09,2026-08-09,Sunday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Financial District,Unknown,"Broadway between Liberty Street and Rector Street, Manhattan, New York",Broadway,Liberty Street,Rector Street,Liberty Street / Rector Street,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Broadway+between+Liberty+Street+and+Rector+Street%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Broadway+between+Liberty+Street+and+Rector+Street%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-MN-000019,BATTERY-DANCE-FESTIVAL-2026,Battery Dance Festival – Community Workshops,Confirmed,Annual / Returning,Unknown,Dance Festival,Free outdoor dance performance / workshop,2026-08-10,2026-08-10,Monday,16:00,19:00,Free beginner-friendly dance workshops.,Manhattan,Battery Park City,Robert F. Wagner Jr. Park,"20 Battery Place, New York, NY 10280",Battery Place,1st Place,West Street,1st Place / West Street,10280,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=20+Battery+Place%2C+New+York%2C+NY+10280,https://maps.apple.com/?q=20+Battery+Place%2C+New+York%2C+NY+10280,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,Golden hour through evening performance,International dance; performers; waterfront; audience; sunset,Strong sunset/backlight potential at waterfront venue; weather dependent.,Evening stage and skyline opportunities.,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Unknown,No,No,No,No,Battery Dance,https://batterydance.org/battery-dance-festival/,Unknown,Unknown,Unknown,https://batterydance.org/2026-bdf-workshops/,https://batterydance.org/battery-dance-festival/,Unknown,High,2026-07-16,
NYC-2026-MN-000020,BATTERY-DANCE-FESTIVAL-2026,Battery Dance Festival – August 11 Performance,Confirmed,Annual / Returning,Unknown,Dance Festival,Free outdoor dance performance / workshop,2026-08-11,2026-08-11,Tuesday,19:00,Unknown,Free outdoor performance.,Manhattan,Battery Park City,Robert F. Wagner Jr. Park,"20 Battery Place, New York, NY 10280",Battery Place,1st Place,West Street,1st Place / West Street,10280,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=20+Battery+Place%2C+New+York%2C+NY+10280,https://maps.apple.com/?q=20+Battery+Place%2C+New+York%2C+NY+10280,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,Golden hour through evening performance,International dance; performers; waterfront; audience; sunset,Strong sunset/backlight potential at waterfront venue; weather dependent.,Evening stage and skyline opportunities.,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Unknown,No,No,No,No,Battery Dance,https://batterydance.org/battery-dance-festival/,Unknown,Unknown,Unknown,https://batterydance.org/battery-dance-festival-august-11-2026/,https://batterydance.org/battery-dance-festival/,Unknown,High,2026-07-16,
NYC-2026-MN-000021,BATTERY-DANCE-FESTIVAL-2026,Battery Dance Festival – August 12 Performance,Confirmed,Annual / Returning,Unknown,Dance Festival,Free outdoor dance performance / workshop,2026-08-12,2026-08-12,Wednesday,19:00,Unknown,Free outdoor performance.,Manhattan,Battery Park City,Robert F. Wagner Jr. Park,"20 Battery Place, New York, NY 10280",Battery Place,1st Place,West Street,1st Place / West Street,10280,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=20+Battery+Place%2C+New+York%2C+NY+10280,https://maps.apple.com/?q=20+Battery+Place%2C+New+York%2C+NY+10280,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,Golden hour through evening performance,International dance; performers; waterfront; audience; sunset,Strong sunset/backlight potential at waterfront venue; weather dependent.,Evening stage and skyline opportunities.,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Unknown,No,No,No,No,Battery Dance,https://batterydance.org/battery-dance-festival/,Unknown,Unknown,Unknown,https://batterydance.org/battery-dance-festival-august-12-2026/,https://batterydance.org/battery-dance-festival/,Unknown,High,2026-07-16,
NYC-2026-MN-000022,MGP-LIBERTY-PARK-FAIR,Liberty Park Fair,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-08-12,2026-08-12,Wednesday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Financial District,Unknown,"Liberty Street sidewalk between Broadway and Trinity Place, Manhattan, New York",Liberty Street sidewalk,Broadway,Trinity Place,Broadway / Trinity Place,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Liberty+Street+sidewalk+between+Broadway+and+Trinity+Place%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=Liberty+Street+sidewalk+between+Broadway+and+Trinity+Place%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
NYC-2026-MN-000023,BATTERY-DANCE-FESTIVAL-2026,Battery Dance Festival – August 13 Performance,Confirmed,Annual / Returning,Unknown,Dance Festival,Free outdoor dance performance / workshop,2026-08-13,2026-08-13,Thursday,19:00,Unknown,Free outdoor performance.,Manhattan,Battery Park City,Robert F. Wagner Jr. Park,"20 Battery Place, New York, NY 10280",Battery Place,1st Place,West Street,1st Place / West Street,10280,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=20+Battery+Place%2C+New+York%2C+NY+10280,https://maps.apple.com/?q=20+Battery+Place%2C+New+York%2C+NY+10280,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Large,5,3,Golden hour through evening performance,International dance; performers; waterfront; audience; sunset,Strong sunset/backlight potential at waterfront venue; weather dependent.,Evening stage and skyline opportunities.,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Unknown,No,No,No,No,Battery Dance,https://batterydance.org/battery-dance-festival/,Unknown,Unknown,Unknown,https://batterydance.org/battery-dance-festival-august-13-2026/,https://batterydance.org/battery-dance-festival/,Unknown,High,2026-07-16,
NYC-2026-MN-000024,MGP-GRAND-CENTRAL-FOOD-FESTIVAL-SERIES,Grand Central Food Festival Series,Confirmed,Recurring organizer series,Unknown,Street Fair,Commercial / Community Street Fair,2026-08-13,2026-08-13,Thursday,10:00,18:00,Organizer schedule states all listed events are rain or shine from 10:00 AM to 6:00 PM.,Manhattan,Midtown East,Unknown,"East 45th Street between 3rd Avenue and Lexington Avenue, Manhattan, New York",East 45th Street,3rd Avenue,Lexington Avenue,3rd Avenue / Lexington Avenue,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=East+45th+Street+between+3rd+Avenue+and+Lexington+Avenue%2C+Manhattan%2C+New+York,https://maps.apple.com/?q=East+45th+Street+between+3rd+Avenue+and+Lexington+Avenue%2C+Manhattan%2C+New+York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,Midday to late afternoon,Street life; vendors; neighborhood portraits,Unknown,Unknown,Public event; standard editorial practice,Follow FAA and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,Unknown,No,No,No,Mardi Gras Productions / NYC Street Fairs,https://nycstreetfairs.com/event-schedule/,Unknown,Unknown,Unknown,https://nycstreetfairs.com/wp-content/uploads/2026/07/2026-Vendor-Schedule-3RD-EDITION-NEW.pdf,Unknown,Unknown,High,2026-07-16,"Date, event name, street limits, and operating hours transcribed from the organizer's official 2026 schedule. Admission and programming details were not stated in the schedule."
